Date,Nume_Sectie,Latitudine,Longitudine,PM2.5,PM10,CO,NO,NO2,NOx,O3,RADIATIE_SOLARA,SO2,TEMPERATURA,UMIDITATE
11/15/2023,B-24,44.4071007,26.113142,9.436956522,10.96,,,,,,,,,
11/16/2023,B-24,44.4071007,26.113142,6.827826087,9.1,,,,,,,,,
11/17/2023,B-24,44.4071007,26.113142,16.56565217,20.4,,,,,,,,,
11/18/2023,B-24,44.4071007,26.113142,13.58913043,14.83,,,,,,,,,
11/19/2023,B-24,44.4071007,26.113142,7.846956522,9.16,,,,,,,,,
11/20/2023,B-24,44.4071007,26.113142,21.68217391,26.96,,,,,,,,,
11/21/2023,B-24,44.4071007,26.113142,24.00043478,29.45,,,,,,,,,
11/22/2023,B-24,44.4071007,26.113142,19.60217391,21.84,,,,,,,,,
11/23/2023,B-24,44.4071007,26.113142,18.31043478,20.28,,,,,,,,,
11/24/2023,B-24,44.4071007,26.113142,12.58,14.62,,,,,,,,,
11/25/2023,B-24,44.4071007,26.113142,8.006521739,8.51,,,,,,,,,
11/26/2023,B-24,44.4071007,26.113142,5.576086957,6.36,,,,,,,,,
11/27/2023,B-24,44.4071007,26.113142,7.533913043,8.64,,,,,,,,,
11/28/2023,B-24,44.4071007,26.113142,15.25826087,18.44,,,,,,,,,
11/29/2023,B-24,44.4071007,26.113142,12.18869565,13.68,,,,,,,,,
11/30/2023,B-24,44.4071007,26.113142,26.10608696,30.12,,,,,,,,,
12/1/2023,B-24,44.4071007,26.113142,39.25913043,45.59,,,,,,,,,
12/2/2023,B-24,44.4071007,26.113142,60.06043478,67.09,,,,,,,,,
12/3/2023,B-24,44.4071007,26.113142,21.87217391,24.4,,,,,,,,,
12/4/2023,B-24,44.4071007,26.113142,17.30130435,21.6,,,,,,,,,
12/5/2023,B-24,44.4071007,26.113142,25.46347826,29.24,,,,,,,,,
12/6/2023,B-24,44.4071007,26.113142,13.0226087,15.11,,,,,,,,,
12/7/2023,B-24,44.4071007,26.113142,12.90521739,14.01,,,,,,,,,
12/8/2023,B-24,44.4071007,26.113142,24.07304348,26.47,,,,,,,,,
12/9/2023,B-24,44.4071007,26.113142,22.90304348,26.32,,,,,,,,,
12/10/2023,B-24,44.4071007,26.113142,19.32782609,21.12,,,,,,,,,
12/11/2023,B-24,44.4071007,26.113142,22.3273913,24.69,,,,,,,,,
12/12/2023,B-24,44.4071007,26.113142,26.31130435,30.67,,,,,,,,,
12/13/2023,B-24,44.4071007,26.113142,34.27304348,40.76,,,,,,,,,
12/14/2023,B-24,44.4071007,26.113142,35.31173913,37.81,,,,,,,,,
12/15/2023,B-24,44.4071007,26.113142,13.04130435,14.38,,,,,,,,,
12/16/2023,B-24,44.4071007,26.113142,11.01391304,12.89,,,,,,,,,
12/17/2023,B-24,44.4071007,26.113142,23.97521739,26.63,,,,,,,,,
12/18/2023,B-24,44.4071007,26.113142,27.37434783,30.96,,,,,,,,,
12/19/2023,B-24,44.4071007,26.113142,38.82347826,47.28,,,,,,,,,
12/20/2023,B-24,44.4071007,26.113142,63.78565217,72.73,,,,,,,,,
12/21/2023,B-24,44.4071007,26.113142,50.10478261,57.13,,,,,,,,,
12/22/2023,B-24,44.4071007,26.113142,19.90826087,23.24,,,,,,,,,
12/23/2023,B-24,44.4071007,26.113142,4.033478261,5.27,,,,,,,,,
12/24/2023,B-24,44.4071007,26.113142,9.602173913,11.1,,,,,,,,,
12/25/2023,B-24,44.4071007,26.113142,9.832173913,11.41,,,,,,,,,
12/26/2023,B-24,44.4071007,26.113142,13.70478261,16.52,,,,,,,,,
12/27/2023,B-24,44.4071007,26.113142,18.02086957,22,,,,,,,,,
12/28/2023,B-24,44.4071007,26.113142,32.32608696,38.36,,,,,,,,,
12/29/2023,B-24,44.4071007,26.113142,47.78782609,53.83,,,,,,,,,
12/30/2023,B-24,44.4071007,26.113142,38.63130435,45.59,,,,,,,,,
12/31/2023,B-24,44.4071007,26.113142,58.53565217,66.63,,,,,,,,,
1/1/2024,B-24,44.4071007,26.113142,75.36217391,92.55,,,,,,,,,
1/2/2024,B-24,44.4071007,26.113142,26.52478261,30.36,,,,,,,,,
1/3/2024,B-24,44.4071007,26.113142,16.09666667,19.13,,,,,,,,,
1/4/2024,B-24,44.4071007,26.113142,11.33666667,13.24,,,,,,,,,
1/5/2024,B-24,44.4071007,26.113142,12.77869565,16.97,,,,,,,,,
1/6/2024,B-24,44.4071007,26.113142,37.55869565,46.01,,,,,,,,,
1/7/2024,B-24,44.4071007,26.113142,22.52869565,24.56,,,,,,,,,
1/8/2024,B-24,44.4071007,26.113142,7.689565217,9.09,,,,,,,,,
1/9/2024,B-24,44.4071007,26.113142,8.709565217,10.62,,,,,,,,,
1/10/2024,B-24,44.4071007,26.113142,19.88956522,23.55,,,,,,,,,
1/11/2024,B-24,44.4071007,26.113142,28.24869565,32.33,,,,,,,,,
1/12/2024,B-24,44.4071007,26.113142,25.51913043,27.9,,,,,,,,,
1/13/2024,B-24,44.4071007,26.113142,20.00652174,22.63,,,,,,,,,
1/14/2024,B-24,44.4071007,26.113142,20.26956522,23.18,,,,,,,,,
1/15/2024,B-24,44.4071007,26.113142,19.05086957,28.84,,,,,,,,,
1/16/2024,B-24,44.4071007,26.113142,23.08782609,26.09,,,,,,,,,
1/17/2024,B-24,44.4071007,26.113142,26.72478261,33.15,,,,,,,,,
1/18/2024,B-24,44.4071007,26.113142,35.63782609,40.69,,,,,,,,,
1/19/2024,B-24,44.4071007,26.113142,36.72391304,39.31,,,,,,,,,
1/20/2024,B-24,44.4071007,26.113142,11.81608696,13.18,,,,,,,,,
1/21/2024,B-24,44.4071007,26.113142,17.4473913,19.11,,,,,,,,,
1/22/2024,B-24,44.4071007,26.113142,28.44565217,30.7,,,,,,,,,
1/23/2024,B-24,44.4071007,26.113142,24.83652174,27.14,,,,,,,,,
1/24/2024,B-24,44.4071007,26.113142,18.97857143,21.09,,,,,,,,,
1/25/2024,B-24,44.4071007,26.113142,38.69,42.1,,,,,,,,,
1/26/2024,B-24,44.4071007,26.113142,20.61391304,29.12,,,,,,,,,
1/27/2024,B-24,44.4071007,26.113142,49.63434783,54.59,,,,,,,,,
1/28/2024,B-24,44.4071007,26.113142,24.18347826,26.58,,,,,,,,,
1/29/2024,B-24,44.4071007,26.113142,15.25434783,17.31,,,,,,,,,
1/30/2024,B-24,44.4071007,26.113142,20.48173913,24.03,,,,,,,,,
1/31/2024,B-24,44.4071007,26.113142,27.96695652,33.15,,,,,,,,,
2/1/2024,B-24,44.4071007,26.113142,44.36043478,51.59,,,,,,,,,
2/2/2024,B-24,44.4071007,26.113142,45.39130435,49.48,,,,,,,,,
2/3/2024,B-24,44.4071007,26.113142,31.18869565,35.09,,,,,,,,,
2/4/2024,B-24,44.4071007,26.113142,20.83652174,22.62,,,,,,,,,
2/5/2024,B-24,44.4071007,26.113142,8.267391304,10.89,,,,,,,,,
2/6/2024,B-24,44.4071007,26.113142,12.2,16.32,,,,,,,,,
2/7/2024,B-24,44.4071007,26.113142,18.69173913,21.71,,,,,,,,,
2/8/2024,B-24,44.4071007,26.113142,14.4973913,18.65,,,,,,,,,
2/9/2024,B-24,44.4071007,26.113142,20.54130435,26.58,,,,,,,,,
2/10/2024,B-24,44.4071007,26.113142,31.7173913,41.24,,,,,,,,,
2/11/2024,B-24,44.4071007,26.113142,14.49869565,18.13,,,,,,,,,
2/12/2024,B-24,44.4071007,26.113142,8.915217391,12.69,,,,,,,,,
2/13/2024,B-24,44.4071007,26.113142,12.13652174,14.32,,,,,,,,,
2/14/2024,B-24,44.4071007,26.113142,8.159130435,9.79,,,,,,,,,
2/15/2024,B-24,44.4071007,26.113142,12.90608696,15.9,,,,,,,,,
2/16/2024,B-24,44.4071007,26.113142,14.67434783,17.66,,,,,,,,,
2/17/2024,B-24,44.4071007,26.113142,21.7126087,25.96,,,,,,,,,
2/18/2024,B-24,44.4071007,26.113142,33.71043478,39.51,,,,,,,,,
2/19/2024,B-24,44.4071007,26.113142,10.86478261,12.86,,,,,,,,,
2/20/2024,B-24,44.4071007,26.113142,20.39782609,24.5,,,,,,,,,
2/21/2024,B-24,44.4071007,26.113142,29.02086957,34.73,,,,,,,,,
2/22/2024,B-24,44.4071007,26.113142,22.88347826,29.8,,,,,,,,,
2/23/2024,B-24,44.4071007,26.113142,33.52565217,42.12,,,,,,,,,
2/24/2024,B-24,44.4071007,26.113142,32.87956522,40.83,,,,,,,,,
2/25/2024,B-24,44.4071007,26.113142,36.23434783,41.93,,,,,,,,,
2/26/2024,B-24,44.4071007,26.113142,18.62652174,23.2,,,,,,,,,
